Date,AQI,Carbon monoxide,Sulfur dioxide,Nitrogen dioxide (NO2),Ozone,PM2.5 - Local Conditions,Outdoor Temperature
2019-01-20,49.0,0.2239175,0.31168466666666667,11.063622285714287,0.0282588,3.7712121666666665,29.79
2019-01-21,56.0,0.20753066666666667,0.5970718333333334,7.266071428571428,0.0310942,3.1654714285714287,9.3791666
2019-01-22,57.0,0.330971,0.8950758333333333,21.858982714285712,0.016353,6.230176666666668,21.7199998
2019-01-23,56.0,0.48545450000000007,0.7401786666666667,26.797704000000003,0.0171882,8.549999999999999,36.846667
2019-01-24,49.0,0.26857349999999997,0.26372483333333335,13.814880857142857,0.023697799999999998,4.545833333333333,48.925
2019-01-25,55.0,0.250462,0.3673611666666667,12.642153714285714,0.027729399999999998,6.275694333333334,33.9183334
2019-01-26,55.0,0.34363116666666665,0.925992,18.832142857142856,0.0155998,7.716666666666666,28.9858334
2019-01-27,57.0,0.42791783333333333,0.6034721666666667,20.028384428571428,0.027871,8.0,39.5566666
2019-01-28,59.0,0.2972051666666667,0.4392291666666666,16.605442285714286,0.0160664,8.534722333333333,28.0925
2019-01-29,69.0,0.5345426666666667,0.6698230000000001,32.072381,0.0156824,13.027083333333332,32.8516666
2019-01-30,59.0,0.27314716666666666,0.5892515,11.922004,0.0303058,7.866071428571429,20.8539132
2019-01-31,56.0,0.33013133333333333,1.0944443333333334,14.091666714285713,0.0194236,6.7267045,8.9666666
2019-02-01,57.0,0.4041783333333333,1.1358415,23.694047714285716,0.011458,9.310416666666667,15.633333400000001
2019-02-02,82.0,0.4388936666666667,1.14375,25.88214285714286,0.0138236,19.914285714285715,24.7716666
2019-02-03,93.0,0.5856385,1.0062498333333334,29.42909857142857,0.011388200000000001,29.1046085,39.265000199999996
2019-02-04,85.0,0.8294078333333333,1.1548803333333333,42.37287428571428,0.008870600000000001,24.422222166666668,45.25
2019-02-05,83.0,0.7160771666666667,0.8652778333333333,36.38138528571429,0.014494000000000002,18.04285714285714,50.9925
2019-02-06,80.0,0.30743366666666666,0.2340015,17.80496042857143,0.017272,6.405972166666667,39.8366666
2019-02-07,57.0,0.3485223333333333,0.1929293333333333,19.718769428571427,0.0085766,8.231186833333334,40.5491666
2019-02-08,53.0,0.3577208333333333,0.3409723333333334,16.706573285714285,0.0250038,5.316666666666666,42.495833399999995
2019-02-09,46.0,0.17462166666666668,0.19791666666666666,6.5285715714285715,0.030753199999999998,3.141666666666667,27.830000000000002
2019-02-10,40.0,0.26359083333333333,0.3402776666666667,12.931955714285715,0.022905799999999997,6.135416833333333,29.1691668
2019-02-11,63.0,0.35638600000000004,0.5106443333333334,22.34095757142857,0.0195016,11.214285714285714,33.1675002
2019-02-12,63.0,0.27910583333333333,0.28731083333333335,17.35113642857143,0.024894,4.983333333333333,30.1866668
2019-02-13,53.0,0.3137286666666667,0.30878183333333337,15.601785714285715,0.0274706,6.228472166666667,35.7991666
2019-02-14,56.0,0.3221595,0.40416650000000004,20.359027833333332,0.021346999999999998,7.385714285714286,38.1966668
2019-02-15,68.0,0.46572050000000004,0.455853,29.464028000000003,0.0281594,11.156249833333334,48.7191666
2019-02-16,51.0,0.21655499999999997,0.27708333333333335,8.868055499999999,0.0339058,6.235416666666667,38.0008334
2019-02-17,40.0,0.2893061666666667,0.2604166666666667,13.826627,0.0267646,4.585714285714286,31.134166599999997
2019-02-18,52.0,0.3061838333333334,0.245471,18.740972166666666,0.029647,6.985235499999999,33.9133336
2019-02-19,52.0,0.21970583333333335,0.30654766666666666,13.530302999999998,0.032591999999999996,4.158843999999999,28.516666800000003
2019-02-20,91.0,0.3371578333333333,0.3701386666666666,28.379662666666665,0.01663,7.6571428571428575,27.9275
2019-02-21,60.0,0.33179733333333333,0.28928566666666666,25.188343333333332,0.0266706,7.990700666666666,41.036666600000004
2019-02-22,58.0,0.24505416666666666,0.21199483333333335,16.594444499999998,0.033645999999999995,10.634722166666666,40.0808334
2019-02-23,57.0,0.3319316666666667,0.23958333333333334,20.902083333333334,0.026835200000000003,8.057142857142857,36.0683334
2019-02-24,55.0,0.3316015,0.16041683333333334,16.363035666666665,0.0302118,7.930555666666667,41.5733332
2019-02-25,54.0,0.1720978333333333,0.1555335,7.293333333333333,0.037941199999999994,4.533393666666666,36.895833200000006
2019-02-26,50.0,0.196068,0.2486111666666667,10.674074166666665,0.0350236,4.414285714285714,29.076666799999998
2019-02-27,103.0,0.2850376666666667,0.2583335,16.805787,0.025989,4.8500000000000005,26.101666599999998
2019-02-28,58.0,0.273023,0.2627075,17.231107714285717,0.029578333333333335,7.929166666666667,30.5600002
2019-03-01,94.0,0.36511166666666667,0.3104166666666667,23.192161428571428,0.0255,9.771428571428572,30.7233334
2019-03-02,57.0,0.343343,0.3104166666666666,16.405357285714285,0.024372333333333333,10.867361,34.847500000000004
2019-03-03,65.0,0.38009466666666664,0.327399,19.634625857142858,0.028784333333333332,13.5743055,36.5358334
2019-03-04,50.0,0.2827473333333333,0.297365,14.109523714285714,0.037401833333333336,6.114285714285714,33.983333200000004
2019-03-05,57.0,0.27780683333333334,0.662563,15.958673571428573,0.032501166666666664,9.774305666666667,26.1491668
2019-03-06,56.0,0.25129833333333335,0.3625505,12.810799285714285,0.0321755,8.134722333333334,21.8341666
2019-03-07,61.0,0.3293506666666667,0.645139,20.76190485714286,0.026,11.642857142857142,24.9116666
2019-03-08,71.0,0.4716475,0.7639068333333333,33.151734,0.020122333333333332,16.099999999999998,31.509999800000003
2019-03-09,83.0,0.39648849999999997,0.9722221666666666,25.66309514285714,0.0342745,22.828472166666668,38.902499999999996
2019-03-10,64.0,0.3634573333333333,0.20640099999999997,19.626462714285715,0.023755,11.385714285714286,38.328333
2019-03-11,55.0,0.26552733333333334,0.241843,13.759863999999999,0.040571333333333334,8.662681166666667,46.427499999999995
2019-03-12,48.0,0.20039816666666666,0.33125000000000004,11.786246857142856,0.033215666666666664,5.966968666666666,37.3583334
2019-03-13,64.0,0.4092434999999999,0.5515278333333333,29.81964285714286,0.02834316666666667,10.185714285714285,38.439166799999995
2019-03-14,60.0,0.3628651666666667,0.4323413333333333,23.837987,0.037302,9.2557755,47.0058334
2019-03-15,68.0,0.33042066666666664,0.2937498333333333,18.710119142857142,0.03527466666666667,12.303140166666667,58.1799998
2019-03-16,51.0,0.1860913333333333,0.08692633333333333,5.492261857142857,0.039656833333333336,2.1333333333333333,45.7599998
2019-03-17,48.0,0.20663483333333332,0.17708333333333334,8.017619142857143,0.035353,3.2116666666666664,37.3124998
2019-03-18,64.0,0.32658783333333335,0.388666,21.44071442857143,0.024382666666666667,5.566054,38.0291668
2019-03-19,54.0,0.34403049999999996,0.46313133333333334,21.120238142857144,0.026421666666666666,6.542857142857143,40.5025002
2019-03-20,65.0,0.4166971666666666,0.5068813333333333,26.115476142857144,0.03631566666666667,13.430303,42.5166666
2019-03-21,56.0,0.382017,0.259028,22.874999857142857,0.036068499999999996,8.746590833333334,42.9850002
2019-03-22,44.0,0.23588383333333332,0.17872483333333333,9.242857142857144,0.03670583333333333,2.2142857142857144,43.1591668
2019-03-23,44.0,0.19119216666666664,0.1993055,6.101275571428571,0.038147,2.989550166666667,39.9941666
2019-03-24,50.0,0.25875316666666665,0.38194449999999996,12.794251714285716,0.039725666666666666,5.214722166666667,48.6966666
2019-03-25,53.0,0.24271099999999998,0.47448666666666667,15.107769428571428,0.03826483333333334,6.557142857142857,48.903333599999996
2019-03-26,44.0,0.18720666666666666,0.21111116666666666,9.468452428571428,0.03530416666666667,3.3165541666666667,39.7108332
2019-03-27,47.0,0.2626928333333333,0.3160353333333334,15.647546857142856,0.03154916666666667,5.706612333333333,37.739999999999995
2019-03-28,60.0,0.3498231666666667,0.3630655,20.958712,0.03510783333333333,6.785714285714286,42.7850002
2019-03-29,63.0,0.4392243333333334,0.4359903333333334,28.36369042857143,0.011745166666666668,11.9908334,52.2375002
2019-03-30,76.0,0.4783923333333333,0.6076388333333332,21.934013714285715,0.04031383333333333,15.326388833333333,55.8969048
2019-03-31,100.0,0.239946,0.2201388333333333,11.358114833333333,0.03527466666666667,11.171428571428573,49.6183334
2019-04-01,46.0,0.21036,0.30221800000000004,11.434941285714286,0.02603916666666667,3.9563105000000003,38.6633334
2019-04-02,60.0,0.41174416666666663,0.46477266666666667,21.010683,0.03868633333333333,6.2715276666666675,42.292500000000004
2019-04-03,55.0,0.230496,0.33787866666666666,10.707142857142857,0.044353,5.3428571428571425,52.1991666
2019-04-04,49.0,0.23659316666666666,0.2704861666666667,12.142593285714286,0.04246933333333333,4.842361166666667,49.6141668
2019-04-05,52.0,0.3162103333333333,0.25875,17.133171,0.027039333333333332,6.322222166666666,39.093095399999996
2019-04-06,58.0,0.32664316666666665,0.26111116666666667,14.11218657142857,0.030313666666666666,6.057142857142857,51.55
2019-04-07,64.0,0.4158123333333334,0.370833,18.08302714285714,0.043617833333333335,10.50625,55.71833339999999
2019-04-08,66.0,0.32214383333333335,0.2940663333333333,17.727569,0.028815499999999997,12.030978333333332,60.9883334
2019-04-09,69.0,0.35160133333333327,0.19672616666666665,17.177380857142857,0.021412,11.985714285714286,45.864999999999995
2019-04-10,48.0,0.22376016666666665,0.16856033333333334,11.416883142857143,0.03275483333333333,4.227632833333334,50.6383332
2019-04-11,51.0,0.2671855,0.3472223333333333,17.104591714285714,0.02711766666666667,5.762638833333334,44.4191666
2019-04-12,57.0,0.3220425,0.33011366666666664,18.854437285714287,0.03628183333333333,7.071428571428571,55.352777833333334
2019-04-13,58.0,0.30949683333333333,0.2041666666666667,12.661904857142856,0.02777466666666667,10.523611166666667,65.498611
2019-04-14,59.0,0.33636983333333337,0.27777783333333333,14.23445557142857,0.022460666666666667,8.701811666666666,61.963888833333336
2019-04-15,53.0,0.2060671666666667,0.14921783333333333,10.64543642857143,0.0364805,3.7714285714285714,54.7493055
2019-04-16,49.0,0.1933515,0.20486133333333334,8.852976142857143,0.04439233333333333,3.8442028333333336,52.968055666666665
2019-04-17,47.0,0.27087316666666666,0.3015485,13.873809571428572,0.03565033333333333,4.343154833333333,52.375
2019-04-18,58.0,0.3283928333333333,0.3081953333333333,17.60227957142857,0.034882166666666665,9.285714285714286,54.81111116666667
2019-04-19,61.0,0.22211433333333333,0.15486116666666666,8.777380857142857,0.033794333333333336,11.222222166666667,66.5944445
2019-04-20,58.0,0.23638383333333335,0.2055555,9.26011914285714,0.03447083333333333,8.046130833333335,59.916666666666664
2019-04-21,54.0,0.278767,0.4263888333333333,11.279897857142856,0.03005883333333333,6.564285714285715,56.83680566666666
2019-04-22,50.0,0.2897525,0.23176266666666664,15.833615428571429,0.022715833333333334,7.333333333333333,57.49791666666667
2019-04-23,61.0,0.29619066666666666,0.32178033333333333,16.918027285714285,0.035000166666666666,8.309914000000001,64.25902766666667
2019-04-24,44.0,0.2046685,0.19166666666666665,10.736490714285713,0.032804,4.357142857142857,64.05625
2019-04-25,53.0,0.27745966666666666,0.3023808333333333,15.81348,0.0247795,6.236201666666666,53.65972200000001
2019-04-26,54.0,0.3071875,0.2431765,16.295833285714284,0.0325295,7.672222333333333,54.43194433333334
2019-04-27,47.0,0.1878578333333333,0.14791666666666667,5.489567999999999,0.03129416666666667,2.892857142857143,52.7618055
2019-04-28,46.0,0.25076800000000005,0.21597216666666666,10.79034,0.028803833333333334,5.0694445,48.74861116666667
2019-04-29,46.0,0.24267683333333334,0.326375,13.710274857142858,0.035049000000000004,5.594697,49.07430566666667
2019-04-30,66.0,0.3511135,0.2425505,18.925375857142857,0.0220885,8.428571428571429,52.95694433333333
2019-05-01,55.0,0.3028918333333333,0.27947133333333335,15.511904714285714,0.02784316666666667,6.5868055,51.684027500000006
2019-05-02,66.0,0.38938566666666663,0.4454365,17.73333342857143,0.030692666666666663,13.254027666666667,57.513889
2019-05-03,70.0,0.38889700000000005,0.2624998333333333,19.46360557142857,0.01582333333333333,11.814285714285715,51.6569445
2019-05-04,84.0,0.5606941666666666,0.5215278333333333,22.470419285714286,0.018705833333333335,18.88124983333333,58.359722000000005
2019-05-05,52.0,0.2714548333333333,0.17669083333333335,9.875442142857143,0.027853,5.0493055,53.240972166666666
2019-05-06,72.0,0.27211983333333334,0.3370968333333333,13.032142714285714,0.035147,4.4714285714285715,58.290277833333334
2019-05-07,54.0,0.26644433333333334,0.3053573333333333,17.176722857142856,0.0295295,7.898611,60.32291683333333
2019-05-08,53.0,0.25036416666666667,0.3083335,14.178571571428572,0.026313666666666666,6.658242833333333,60.30486116666666
2019-05-09,57.0,0.23857599999999998,0.277507,12.908874428571428,0.033059,5.928571428571429,54.86597233333333
2019-05-10,60.0,0.2789385,0.2619261666666666,14.866300285714287,0.030117500000000002,9.784722166666667,64.36944433333333
2019-05-11,57.0,0.223029,0.2152778333333333,8.422222333333332,0.03625483333333333,5.4224155,61.94513916666667
2019-05-12,40.0,0.21943783333333333,0.16458333333333333,7.067063333333333,0.033529333333333335,2.5714285714285716,47.09861116666667
2019-05-13,58.0,0.2441431666666667,0.19575916666666668,15.972083500000002,0.02343116666666667,4.721527833333333,45.35833333333333
2019-05-14,55.0,0.31248016666666667,0.4597195,17.072222166666666,0.012274666666666665,5.699305666666667,46.7993055
2019-05-15,50.0,0.23341,0.36422099999999996,13.426388833333334,0.029235333333333335,4.114285714285715,57.33819433333334
2019-05-16,58.0,0.3143188333333333,0.32654,21.556865833333333,0.03230383333333333,7.875288666666666,63.15902783333333
2019-05-17,67.0,0.32502016666666667,0.4298611666666667,20.929166666666667,0.04163716666666667,13.543750000000001,68.82152766666667
2019-05-18,53.0,0.20416783333333333,0.3472223333333333,9.486805666666667,0.0382255,5.528571428571429,64.32638883333333
2019-05-19,61.0,0.2554051666666667,0.31319433333333335,10.703135000000001,0.036990166666666664,9.9375,67.8229165
2019-05-20,77.0,0.26187333333333335,0.3859326666666667,13.3545635,0.042196000000000004,11.048318833333333,76.3006945
2019-05-21,37.0,0.14084133333333335,0.26651566666666665,6.665277666666667,0.032353,2.7285714285714286,63.35763883333333
2019-05-22,52.0,0.18227483333333336,0.31133066666666664,13.101388833333333,0.035451,4.772916666666667,65.157639
2019-05-23,54.0,0.262843,0.30382116666666664,16.676133166666666,0.028745166666666665,8.3939615,64.44930566666666
2019-05-24,55.0,0.18260266666666666,0.32708333333333334,8.736805333333335,0.03295116666666666,5.328571428571428,68.54374983333334
2019-05-25,44.0,0.17492416666666666,0.2911533333333333,7.137499833333333,0.035235333333333334,4.8999999999999995,62.4
2019-05-26,55.0,0.23491133333333333,0.3340278333333333,7.592500166666667,0.035833333333333335,8.759071,72.42847233333333
2019-05-27,52.0,0.2070506666666667,0.37398149999999997,8.302083333333334,0.0292745,6.357142857142857,72.88750016666667
2019-05-28,61.0,0.340799,0.3333333333333333,21.370972166666665,0.022529399999999998,10.689583333333333,66.40416666666667
2019-05-29,60.0,0.3056335,0.19497966666666666,15.465277666666665,0.022000000000000002,9.4583335,62.340277833333325
2019-05-30,61.0,0.3552936666666667,0.16094899999999998,19.186805500000002,0.018352999999999998,8.185714285714285,60.77569433333334
2019-05-31,100.0,0.3083396666666667,0.17916666666666667,15.656412333333334,0.03599033333333333,10.485416666666666,71.67986116666667
2019-06-01,71.0,0.3770643333333334,0.2631945,16.666666666666668,0.04088233333333333,13.606944333333333,69.97083350000001
2019-06-02,74.0,0.30876149999999997,0.14097216666666668,9.6018255,0.04629249999999999,11.828571428571427,71.51944466666667
2019-06-03,43.0,0.17534283333333334,0.1678248,9.987499999999999,0.026059666666666665,4.855374333333334,64.1991666
2019-06-04,45.0,0.17257766666666666,0.1692786,11.805158666666665,0.039853,4.920138833333334,63.8591666
2019-06-05,97.0,0.25550233333333333,0.212803,13.069444666666667,0.04531383333333333,11.857142857142858,72.09
2019-06-06,61.0,0.26225116666666665,0.10416666666666667,10.4258334,0.0421175,8.894047666666667,76.0066668
2019-06-07,67.0,0.3367261666666666,0.2913253333333334,18.2428786,0.034362833333333336,10.721464666666668,70.9133332
2019-06-08,61.0,0.2738428333333333,0.22949883333333335,13.750833600000002,0.03671566666666667,7.357142857142857,70.34166680000001
2019-06-09,47.0,0.1991735,0.17321433333333333,7.7865476000000005,0.0334805,6.496256166666666,67.36749999999999
2019-06-10,52.0,0.2654235,0.3839881666666667,13.831932,0.011432333333333334,7.090277666666666,63.5208334
2019-06-11,50.0,0.19086833333333333,0.251419,9.706388833333333,0.030627500000000002,3.6571428571428575,70.0175
2019-06-12,52.0,0.20382066666666665,0.23440766666666668,13.170602,0.030696,5.5751985,66.47749999999999
2019-06-13,40.0,0.21770650000000002,0.17068233333333335,13.1424215,0.0268235,4.5745215,61.5833334
2019-06-14,48.0,0.217035,0.14520183333333334,10.977083166666667,0.024000166666666666,4.971428571428571,66.2475
2019-06-15,67.0,0.23240266666666667,0.24652783333333336,11.639583333333334,0.047362666666666664,7.791666666666667,72.2166666
2019-06-16,64.0,0.26338516666666667,0.12201083333333333,8.511785666666666,0.037186166666666666,13.265277666666668,73.8241666
2019-06-17,59.0,0.3684518333333333,0.366865,16.823611166666666,0.029764666666666665,10.042857142857143,72.1041668
2019-06-18,71.0,0.35709433333333335,0.2910985,20.425000166666667,0.029911666666666666,13.4743055,69.3216668
2019-06-19,59.0,0.3307465,0.31655683333333334,17.230555666666667,0.02429416666666667,8.36875,67.3800002
2019-06-20,60.0,0.3428188333333333,0.38194449999999996,19.592361,0.01888233333333333,7.685714285714285,70.5125002
2019-06-21,51.0,0.19527366666666668,0.3095541666666667,11.116666833333333,0.025740166666666665,4.592300666666667,71.1366666
2019-06-22,49.0,0.15265366666666666,0.2381945,7.003508666666666,0.023686166666666664,5.280671833333333,72.1791666
2019-06-23,40.0,0.15582333333333334,0.2506945,6.5224605,0.030039333333333335,4.683333333333334,75.38166659999999
2019-06-24,67.0,0.2591175,0.49341799999999997,16.72400383333333,0.04083983333333333,9.991856,77.2325
2019-06-25,65.0,0.2813735,0.39895983333333335,17.875694333333332,0.030146999999999997,11.7805555,76.7708332
2019-06-26,108.0,0.23268149999999999,0.4104165,13.409861166666666,0.047147166666666664,8.485714285714286,80.2358334
2019-06-27,105.0,0.22624866666666665,0.4715278333333333,16.057638833333332,0.0399315,9.359796833333334,82.28
2019-06-28,150.0,0.303352,0.4873016666666667,20.73125,0.057725500000000006,10.674999999999999,81.80833319999999
2019-06-29,126.0,0.2612008333333333,0.38903983333333336,11.906249833333334,0.0466175,11.142857142857142,79.7816666
2019-06-30,55.0,0.15946433333333335,0.4227356666666667,5.136587333333334,0.026461,6.859670166666667,76.2183334
2019-07-01,52.0,0.15077483333333333,0.421797,9.725996333333333,0.03220716666666667,6.4860206666666675,76.3541666
2019-07-02,150.0,0.21796883333333336,0.48055549999999997,15.589656333333332,0.04410133333333333,9.685714285714285,79.5766668
2019-07-03,129.0,0.25740583333333333,0.5684983333333333,17.341527833333334,0.048402,14.3020835,80.8058332
2019-07-04,122.0,0.3272956666666667,0.7430556666666668,17.0,0.050245000000000005,20.527020333333333,80.3508332
2019-07-05,100.0,0.2208215,0.529861,10.395138833333334,0.03646066666666666,11.142857142857142,77.49249999999999
2019-07-06,63.0,0.22566833333333333,0.4270833333333333,8.601388833333333,0.03796066666666666,11.253156666666667,80.3591664
2019-07-07,58.0,0.18850133333333333,0.5143415,6.576428666666668,0.023549166666666666,11.253882500000001,76.8283336
2019-07-08,59.0,0.2676435,0.5628295,16.422222166666668,0.023019666666666664,10.483333333333333,73.3391666
2019-07-09,100.0,0.2598135,0.6489900000000001,16.36134266666667,0.037039333333333334,12.161706333333333,79.0858332
2019-07-10,112.0,0.3135905,0.45593449999999996,16.765085666666668,0.053627499999999995,15.790480333333335,81.6699998
2019-07-11,90.0,0.260037,0.21407016666666667,14.837500166666667,0.025715833333333337,8.728571428571428,77.0366668
2019-07-12,52.0,0.254567,0.2245965,10.108725833333333,0.0333825,6.754365,78.90779
2019-07-13,80.0,0.2914603333333333,0.25347216666666667,7.897222166666666,0.043206,9.0881945,79.00666659999999
2019-07-14,64.0,0.27085966666666667,0.37638900000000003,7.237916666666666,0.03449016666666666,8.985714285714286,82.325
2019-07-15,61.0,0.23441766666666666,0.3409586666666667,10.626388833333333,0.0303235,5.8,78.8758334
2019-07-16,136.0,0.31093183333333335,0.5413043333333333,16.7006945,0.05132333333333333,11.736111,82.7883334
2019-07-17,108.0,0.26728966666666665,0.479798,12.866071428571429,0.040951,12.971428571428572,83.7516668
2019-07-18,58.0,0.2525555,0.51875,15.010289142857143,0.022837,8.7704545,74.4758334
2019-07-19,93.0,0.2601291666666667,0.29740333333333335,11.036904857142858,0.04419616666666667,12.679861,82.2316668
2019-07-20,97.0,0.20324750000000003,0.29290466666666665,7.462499857142857,0.044960499999999994,13.6,89.7225
2019-07-21,84.0,0.178445,0.39930550000000004,6.363758428571429,0.03906866666666667,12.9203915,88.9283334
2019-07-22,71.0,0.22121733333333335,0.14451416666666667,12.284523714285713,0.033147,8.156944333333334,79.7125002
2019-07-23,41.0,0.2386015,0.06144333333333333,9.770238285714285,0.022117666666666664,3.357142857142857,70.5933334
2019-07-24,54.0,0.28519333333333335,0.10401300000000001,11.231428428571428,0.0318135,7.515277833333333,75.2833334
2019-07-25,58.0,0.32138466666666665,0.18109916666666667,14.13222042857143,0.0294705,9.114492833333333,77.3094202
2019-07-26,108.0,0.39094433333333334,0.2708333333333333,18.056547714285717,0.04521566666666666,10.200000000000001,78.5958334
2019-07-27,93.0,0.35812099999999997,0.24791683333333334,13.51071442857143,0.04451966666666666,12.148611166666667,78.69749979999999
2019-07-28,129.0,0.2804425,0.17986116666666666,6.876326428571429,0.04885283333333334,12.896527666666666,82.1041664
2019-07-29,150.0,0.3357401666666667,0.21634833333333334,13.95892842857143,0.050098,14.971428571428572,83.9158332
2019-07-30,105.0,0.3566126666666667,0.2539901666666667,14.755364571428572,0.05008816666666666,18.778472333333333,84.6925002
2019-07-31,74.0,0.3725273333333334,0.275,18.80535714285714,0.035215500000000004,15.509810166666666,77.815
2019-08-01,84.0,0.3160078333333333,0.199384,15.603571285714285,0.04104916666666667,8.214285714285714,78.7917984
2019-08-02,80.0,0.3535348333333333,0.356558,18.37738085714286,0.0416765,10.890972166666666,78.24803019999999
2019-08-03,87.0,0.2738465,0.1525002,8.289285571428572,0.04355883333333333,9.098611166666666,78.01666680000001
2019-08-04,90.0,0.292375,0.12666680000000002,8.729115714285713,0.03679416666666666,8.1,77.8616666
2019-08-05,80.0,0.2891573333333333,0.2960606,12.072619,0.03299983333333333,8.621418166666666,75.1708334
2019-08-06,65.0,0.3521825,0.3417392,14.698214285714286,0.04151,13.077777833333334,75.5091666
2019-08-07,63.0,0.3160421666666667,0.15348479999999998,14.382857142857144,0.03456866666666667,9.994642857142859,74.34666680000001
2019-08-08,97.0,0.32571466666666665,0.1381945,12.201445714285715,0.03799666666666667,10.100120666666667,75.7533334
2019-08-09,53.0,0.3057606666666666,0.2425595,13.705952428571427,0.028098,7.524849000000001,76.0900002
2019-08-10,42.0,0.22941966666666666,0.108303,7.364166714285714,0.021960833333333332,4.285714285714286,74.16499999999999
2019-08-11,38.0,0.2720095,0.1264795,7.735153142857143,0.019647,5.247222166666667,73.59
2019-08-12,67.0,0.3306496666666667,0.2775478333333333,13.953146,0.040608,8.328260833333333,77.5016668
2019-08-13,73.0,0.3314025,0.2286615,14.445617,0.030294166666666667,12.9,76.1275
2019-08-14,74.0,0.4383075,0.19324466666666665,16.913690428571428,0.031863,17.2944445,75.30499999999999
2019-08-15,64.0,0.316448,0.22521116666666666,11.865789285714285,0.03295083333333333,12.103208666666667,74.7283332
2019-08-16,57.0,0.30554366666666666,0.20314016666666668,12.490476285714285,0.02945233333333333,7.514285714285714,74.33500000000001
2019-08-17,71.0,0.34917766666666666,0.15555566666666665,9.561904571428572,0.028558833333333335,8.38125,77.69500000000001
2019-08-18,61.0,0.3022861666666667,0.1145835,9.899659857142856,0.034097833333333334,10.450404666666666,79.6866666
2019-08-19,71.0,0.3021601666666667,0.19464283333333335,15.423106,0.028041166666666662,9.1,80.4350724
2019-08-20,90.0,0.28959399999999996,0.2538648333333333,16.828393000000002,0.04256833333333334,9.355555666666666,80.56666680000001
2019-08-21,63.0,0.3060328333333333,0.1483585,13.664415,0.030117666666666668,12.909027666666667,80.20416680000001
2019-08-22,97.0,0.267917,0.16319466666666668,11.51369057142857,0.040500166666666663,8.157142857142857,80.0758332
2019-08-23,49.0,0.30037966666666666,0.12708333333333333,10.600487,0.01898033333333333,6.5690475,70.24249999999999
2019-08-24,37.0,0.2305978333333333,0.09973633333333332,6.755952285714286,0.02400983333333333,4.5310516666666665,69.5308334
2019-08-25,36.0,0.23379550000000002,0.07868366666666667,4.718112285714286,0.025264833333333334,3.7714285714285714,68.66833319999999
2019-08-26,42.0,0.22717316666666668,0.11658433333333333,8.586309428571429,0.025990166666666665,5.723229666666666,65.98083340000001
2019-08-27,52.0,0.2572426666666667,0.19791649999999997,12.997997857142858,0.025401999999999997,6.78125,68.0416666
2019-08-28,52.0,0.3174825,0.18379166666666666,13.870595285714286,0.018009666666666667,5.428571428571429,70.24000020000001
2019-08-29,44.0,0.262849,0.18502416666666666,11.084285714285715,0.023931499999999998,5.1324638333333334,73.9025
2019-08-30,84.0,0.33018966666666666,0.3722221666666667,15.775974,0.041627500000000005,9.5743055,76.9841664
2019-08-31,80.0,0.2502028333333333,0.1631945,7.675,0.03156866666666667,5.457142857142857,74.2783334
2019-09-01,41.0,0.22265900000000002,0.12361099999999998,5.565221,0.029451,5.3108395,70.1758334
